k,m,reference_pool,n,observations,physical_median,quotient_median,paired_ratio_median,paired_ratio_q25,paired_ratio_q75,paired_ratio_ci_low,paired_ratio_ci_high,quotient_wins,physical_wins,floor_median
4,500,0,262144,48,0.05143181321530138,0.044262296902498485,1.0052892975373384,0.9992124109388623,1.1768838653376443,1.002620191688972,1.0157513660027488,35,13,0.0430117742802715
4,500,0,1048576,48,0.048421529512130676,0.04331147553751472,1.0055697826347512,0.9918183635270228,1.060860609934982,0.9979600838934218,1.0160672646253324,30,18,0.0430117742802715
4,500,0,4194304,48,0.04357422924912536,0.04346557267508938,1.0031274166481619,0.9916860035272614,1.0209825663111438,0.9965130240972986,1.0125433870662977,25,23,0.0430117742802715
4,500,1,1024,48,0.08540264386574274,0.05102503408325522,1.856760300709575,1.1942525011400273,3.2973655236773936,1.2638405789906686,2.25279389893037,48,0,0.0430117742802715
4,500,1,4096,48,0.06048429249001201,0.04856525215280598,1.4198716386855856,1.0585999853172274,2.947383710506522,1.0754049742532477,1.7483462063899822,48,0,0.0430117742802715
4,500,1,16384,48,0.055029794966569165,0.04391630104270632,1.137305415532331,1.013540057047447,2.3570547820473697,1.0225006745766358,1.301985689174462,44,4,0.0430117742802715
4,500,1,65536,48,0.05393918066697661,0.04301494740131937,1.031848389563864,1.0000527188363149,1.6233204577995546,1.006839675309076,1.0839339413624636,36,12,0.0430117742802715
4,500,1,262144,48,0.05107403051147705,0.043638482093128705,1.0054063107741396,0.9969010877550472,1.1745897618193766,0.9998405399000287,1.012368461072524,29,19,0.0430117742802715
4,500,1,1048576,48,0.049002967562363484,0.04327545096247167,1.0052650459423158,0.9944011117550151,1.0442327603597552,0.9985938083722496,1.0210841109624806,28,20,0.0430117742802715
4,500,1,4194304,48,0.04378626204624306,0.043249792725532074,1.0042125336852505,0.9951026222221349,1.017973457626949,0.9993725707638167,1.0113245779562339,30,18,0.0430117742802715
