obs,k,m,same_pool_median,independent_pool_median,ratio
211,3,500,0.04456282576136291,0.044774558498275774,1.004751331031984
212,3,100,0.07705514735138666,0.07620866367680329,0.9890145732805722
212,3,500,0.04261182291246951,0.041364566765353085,0.9707298101355941
213,3,100,0.07434721811978767,0.07182226456205049,0.9660383586421619
213,3,500,0.04120414723052333,0.0411091084027042,0.997693464512506
214,3,100,0.07352719917080056,0.07335664971433581,0.9976804575940861
214,3,500,0.04185962589985381,0.04123383522418638,0.9850502563695962
215,3,100,0.07901713667244961,0.07652552149662126,0.9684674074415418
215,3,500,0.041559382293497524,0.042392385613545774,1.0200436886709594
216,3,100,0.06397487772293392,0.05867680919580161,0.9171851714968883
216,3,500,0.03133778515259425,0.030092742031502227,0.9602702260217342
217,3,100,0.04699653570676844,0.04939762012281766,1.0510906682788412
217,3,500,0.026976206997595727,0.025497815351126094,0.9451964597320374
218,3,100,0.06290178477882097,0.0614706535441801,0.9772481617227062
218,3,500,0.0286605945105354,0.0315684526136145,1.1014584014302355
219,3,100,0.051573735835403214,0.04579268979349484,0.8879071692545505
219,3,500,0.023787576400240262,0.025458303996175533,1.0702353013112507
220,3,100,0.05715367394803713,0.05728732684639594,1.0023384830602549
220,3,500,0.030778277797748645,0.03184119229018688,1.0345345668598775
221,3,100,0.058226570027632006,0.056965171286215394,0.9783363721954084
221,3,500,0.02935414095173279,0.030700746060783667,1.0458744512832145
222,3,100,0.05686338533020267,0.053653880246045685,0.9435576150537017
222,3,500,0.026308332046307625,0.024669889320681496,0.9377215278132357
223,3,100,0.04932307685712974,0.05281441201213748,1.0707850235118301
223,3,500,0.024271565777684252,0.0245286146575585,1.0105905355356426
224,3,100,0.05559221461489797,0.05471239654986809,0.9841737180084548
224,3,500,0.027972876548332477,0.026301587406173346,0.9402532256819772
225,3,100,0.05544339981259157,0.059467857821099486,1.0725867825947055
225,3,500,0.02701626180453847,0.028211744049067303,1.0442504685947336
226,3,100,0.06298864425371091,0.06468379514974852,1.0269120079678131
226,3,500,0.0318334974086533,0.03023998005992423,0.9499421213989542
227,3,100,0.06810235565981519,0.06351207049787044,0.9325972630833193
227,3,500,0.03282578657039752,0.03279004376959056,0.9989111365014727
228,3,100,0.04874305598835149,0.04998709561514359,1.025522397017729
228,3,500,0.024084442456935844,0.02543227445110679,1.0559627650331094
229,3,100,0.0600720857580503,0.05479087266884744,0.9120854050170029
229,3,500,0.028763300556999945,0.028322690396755935,0.9846815159695996
230,3,100,0.058195085335088256,0.05436341015032183,0.9341580966381684
230,3,500,0.030219140451587738,0.02964108109983305,0.9808710855730407
231,3,100,0.04309380010217427,0.04588677904903889,1.0648116188463894
231,3,500,0.02389622866176069,0.022417928303840262,0.9381366667165334
232,3,100,0.035015434651263055,0.034524327003210786,0.985974538001785
232,3,500,0.01702624946329743,0.018536768079797428,1.0887170495038347
233,3,100,0.047189703378205494,0.04863811996212851,1.030693487778776
233,3,500,0.025852350102737547,0.02544015980232507,0.9840559833525994
234,3,100,0.03368978844539573,0.039873390101641426,1.1835452800859243
234,3,500,0.018095871783792974,0.02240570939090103,1.2381668956655645
235,3,100,0.03723457613773644,0.0355801396800826,0.9555672004554631
235,3,500,0.014667467472019295,0.02004801129469027,1.3668352312991512
236,3,100,0.046647991998679944,0.04878891441219796,1.045895274840096
236,3,500,0.023306824311365687,0.022613504509069026,0.9702524980222826
237,3,100,0.03970728421205033,0.039225553448870784,0.9878679498550709
237,3,500,0.017164620252947013,0.024170878752445182,1.4081802216565356
238,3,100,0.045140196082244316,0.044865989470543946,0.9939254448252557
238,3,500,0.022748749983124435,0.022716827317761878,0.9985967288142761
239,3,100,0.05053907027095557,0.04867841298381488,0.9631837847992626
239,3,500,0.022644822793764376,0.025142924856704968,1.1103166973613274
240,4,100,0.08856731745721774,0.08800115764806979,0.9936075764130325
240,4,500,0.055186815177137014,0.055054854810284395,0.9976088425028867
241,4,100,0.09008239569957369,0.09099785981099122,1.0101625195945123
241,4,500,0.05696935447086583,0.05771341917305254,1.013060788718735
242,4,100,0.0905939361078199,0.09140879136244767,1.008994589369182
242,4,500,0.05743574517671948,0.05651864938698711,0.9840326649038742
243,4,100,0.09224582229470835,0.0913353984327987,0.9901304596862824
243,4,500,0.05718862814195455,0.05772365419208074,1.009355462222282
244,4,100,0.09061301023792476,0.09212775257192551,1.0167166097895155
244,4,500,0.05828588176323102,0.05743203487414869,0.985350708211796
245,4,100,0.08875070951227099,0.09106660244683736,1.0260943596653294
245,4,500,0.056261649960977975,0.05560190307837913,0.9882735951921703
246,4,100,0.09091060172081925,0.09327578956088983,1.026016633872185
246,4,500,0.05724722170811142,0.056408879818208524,0.9853557628669322
247,4,100,0.0901050239471253,0.08907382495384664,0.9885555882668231
247,4,500,0.05668773459149527,0.056309291969099964,0.993324082799878
248,4,100,0.0876974677787628,0.08601327218082733,0.9807953907838679
248,4,500,0.05544363443297333,0.05478365146983415,0.9880963257569805
249,4,100,0.08309283214383759,0.08522007612749004,1.0256008121130122
249,4,500,0.05178027854040264,0.05224602331900968,1.0089946364086018
250,4,100,0.08735477772401645,0.08611925859698095,0.9858563073568921
250,4,500,0.053687148536648646,0.05289547792286613,0.9852540014628994
251,4,100,0.0813186006707605,0.0809783305759076,0.9958155933323231
251,4,500,0.049690288220904794,0.04985821794513608,1.0033795280776945
252,4,100,0.08454144577248954,0.08329310205182992,0.9852339440229229
252,4,500,0.05130128050218333,0.05189054362610911,1.0114863238920655
253,4,100,0.0871385472745169,0.08654918454717846,0.9932364866551912
253,4,500,0.05249575383672491,0.05213891688385047,0.9932025558870096
254,4,100,0.0808378162171226,0.08162874600151554,1.0097841557504297
254,4,500,0.049467430084943795,0.05010454075383024,1.0128793969646779
255,4,100,0.08207330889278092,0.08062088182303123,0.9823032958053743
255,4,500,0.04977624380933121,0.0493737947376445,0.9919148364583655
256,4,100,0.08586365208146163,0.0857902138660662,0.9991447112530718
256,4,500,0.05431880653398112,0.05436224710633978,1.0007997335569492
257,4,100,0.08360467702415772,0.0836596910063643,1.0006580251747244
257,4,500,0.050268939259508635,0.05036662856712934,1.0019433333796122
258,4,100,0.08658062393297442,0.08976849059122614,1.0368196313844953
258,4,500,0.05430064903325402,0.05435809111795388,1.0010578526356966
259,4,100,0.07516381888040341,0.07689375327541492,1.023015520243378
259,4,500,0.043034578293701636,0.044093891356466325,1.0246153931272455
260,4,100,0.07263698154706509,0.07221852030269801,0.9942390055939214
260,4,500,0.04421533364173953,0.04466464392314665,1.0101618656787195
261,4,100,0.0806100701614283,0.07987798507334666,0.9909181931411848
261,4,500,0.047283128593303275,0.0478471728703473,1.0119290811294561
262,4,100,0.06074983616876416,0.059112449823366484,0.973047065660408
262,4,500,0.033577281572017836,0.033849238990480084,1.008099447177668
263,4,100,0.08612659692317248,0.08599315798929894,0.9984506651993625
263,4,500,0.05308469357797875,0.05426306355558337,1.0221979236985452
264,4,100,0.07336650379719213,0.07398295446918346,1.00840234494062
264,4,500,0.04298897026684137,0.04277790114609527,0.995090156395095
265,4,100,0.06247040101271123,0.06452842299537734,1.032943953445206
265,4,500,0.03589367310130038,0.037304551901668294,1.0393071725032454
266,4,100,0.06458148263744079,0.06599767535859719,1.021928773749387
266,4,500,0.03585782836913133,0.03691435683132148,1.0294643738966545
267,4,100,0.0757563386408612,0.076152343514096,1.0052273496890094
267,4,500,0.042130223914282394,0.041426837272709245,0.9833044646758999
268,4,100,0.06352645825175568,0.06670002096313982,1.049956550368467
268,4,500,0.03731623545759355,0.03672305259550919,0.9841038932569054
269,4,100,0.04259328169305809,0.0417056703266222,0.9791607659435044
269,4,500,0.0233687988926191,0.030069652465032418,1.2867436021510605
270,4,100,0.06894904950261116,0.06993753139842301,1.0143364107691495
270,4,500,0.04072049388033338,0.04041464023143054,0.9924889504090579
271,4,100,0.058839253817731516,0.05593718113382347,0.9506779488927936
271,4,500,0.03356284286007283,0.03379338243100789,1.0068688928377196
272,4,100,0.06193078182409518,0.061520390257006514,0.9933733830737949
272,4,500,0.031786529591493314,0.033585578091721975,1.056597826920688
273,4,100,0.046607504333090036,0.049218749699275935,1.0560262859715488
273,4,500,0.023236480050068356,0.027294010053901002,1.1746189610082836
274,4,100,0.058571903180889784,0.064717073759716,1.1049166963185038
274,4,500,0.03317818760261873,0.03391140635656194,1.0220994215454173
275,4,100,0.056742773516383016,0.05719047368881293,1.0078899945259223
275,4,500,0.030128113181889057,0.030477303801942635,1.0115901921220705
276,4,100,0.04190015590125695,0.04397139681261033,1.0494327733823836
276,4,500,0.022358455152809625,0.02694922389076091,1.2053258468250834
277,4,100,0.07034493886078708,0.06977664845222609,0.9919213746182133
277,4,500,0.03946846075062639,0.03933817101186141,0.9966988897897947
278,4,100,0.06350710020978004,0.06613725755466149,1.0414151698974348
278,4,500,0.03671274097543209,0.03744246193561701,1.0198765044722007
279,4,100,0.07919168088780716,0.0781064432116691,0.9862960646374517
279,4,500,0.045755596638377735,0.046599211178300924,1.0184374066103994
280,4,100,0.04721488815508783,0.048504924785112966,1.0273226662273927
280,4,500,0.021558263402804735,0.03495888038645496,1.6216000209880914
281,4,100,0.049693780270265414,0.05912468869020231,1.189780458814882
281,4,500,0.022831058843992655,0.03850991853382439,1.6867337952640415
282,4,100,0.04414456628323533,0.04390087175341323,0.9944796256857859
282,4,500,0.0206543099263683,0.031445682880049564,1.5224755991438121
283,4,100,0.03640227384259924,0.04551489493586123,1.2503310955976072
283,4,500,0.01827840295354835,0.033858094624243676,1.8523551926439432
284,4,100,0.041947074669320135,0.05369243126036599,1.2800041882214102
284,4,500,0.020130788072664295,0.037887985064648105,1.882091497257199
285,4,100,0.03948303441568278,0.05522137662600726,1.398610249775361
285,4,500,0.020394179521035404,0.04118347277590073,2.019373847985519
286,4,100,0.048234609200293196,0.0552910903071519,1.1462949783122907
286,4,500,0.024658863563882194,0.02965954304253683,1.2027944015221823
287,4,100,0.04459134864783846,0.048830052956053985,1.0950566519458924
287,4,500,0.020934909879090264,0.03838584973583929,1.8335808445098196
