obs,k,m,method,n,reached,repeat,ms
103,2,100,physical_rqmc,1024,True,4,1.020166
103,2,100,quotient_self_normalized,1024,True,0,1.159875
103,2,100,quotient_self_normalized,1024,True,1,1.158959
103,2,100,quotient_self_normalized,1024,True,2,1.478625
103,2,100,quotient_self_normalized,1024,True,3,1.016292
103,2,100,quotient_self_normalized,1024,True,4,1.199
104,2,100,physical_rqmc,1024,True,0,0.961667
104,2,100,physical_rqmc,1024,True,1,1.702333
104,2,100,physical_rqmc,1024,True,2,0.987583
104,2,100,physical_rqmc,1024,True,3,0.98425
104,2,100,physical_rqmc,1024,True,4,1.034625
104,2,100,quotient_self_normalized,1024,True,0,1.059458
104,2,100,quotient_self_normalized,1024,True,1,1.032208
104,2,100,quotient_self_normalized,1024,True,2,1.014292
104,2,100,quotient_self_normalized,1024,True,3,1.012709
104,2,100,quotient_self_normalized,1024,True,4,1.031833
105,2,100,quotient_self_normalized,1024,True,0,1.162708
105,2,100,quotient_self_normalized,1024,True,1,1.417667
105,2,100,quotient_self_normalized,1024,True,2,0.889042
105,2,100,quotient_self_normalized,1024,True,3,1.022208
105,2,100,quotient_self_normalized,1024,True,4,1.135292
105,2,100,physical_rqmc,1024,True,0,0.773333
105,2,100,physical_rqmc,1024,True,1,0.850875
105,2,100,physical_rqmc,1024,True,2,0.773291
105,2,100,physical_rqmc,1024,True,3,0.898583
105,2,100,physical_rqmc,1024,True,4,0.760416
106,2,100,quotient_self_normalized,1024,True,0,0.795209
106,2,100,quotient_self_normalized,1024,True,1,0.886625
106,2,100,quotient_self_normalized,1024,True,2,0.784916
106,2,100,quotient_self_normalized,1024,True,3,0.904583
106,2,100,quotient_self_normalized,1024,True,4,0.823208
106,2,100,physical_rqmc,1024,True,0,0.777209
106,2,100,physical_rqmc,1024,True,1,0.9585
106,2,100,physical_rqmc,1024,True,2,0.798667
106,2,100,physical_rqmc,1024,True,3,0.895125
106,2,100,physical_rqmc,1024,True,4,0.744708
107,2,100,physical_rqmc,1024,True,0,0.756333
107,2,100,physical_rqmc,1024,True,1,0.867625
107,2,100,physical_rqmc,1024,True,2,0.763584
107,2,100,physical_rqmc,1024,True,3,0.944083
107,2,100,physical_rqmc,1024,True,4,0.757209
107,2,100,quotient_self_normalized,1024,True,0,0.80025
107,2,100,quotient_self_normalized,1024,True,1,0.8885
107,2,100,quotient_self_normalized,1024,True,2,0.7745
107,2,100,quotient_self_normalized,1024,True,3,0.865917
107,2,100,quotient_self_normalized,1024,True,4,0.856791
108,2,100,quotient_self_normalized,1024,True,0,1.0325
108,2,100,quotient_self_normalized,1024,True,1,1.025791
108,2,100,quotient_self_normalized,1024,True,2,1.014083
108,2,100,quotient_self_normalized,1024,True,3,1.056041
108,2,100,quotient_self_normalized,1024,True,4,1.015083
108,2,100,physical_rqmc,1024,True,0,1.041042
108,2,100,physical_rqmc,1024,True,1,1.065708
108,2,100,physical_rqmc,1024,True,2,1.057542
108,2,100,physical_rqmc,1024,True,3,1.001208
108,2,100,physical_rqmc,1024,True,4,1.031708
109,2,100,physical_rqmc,1024,True,0,1.0365
109,2,100,physical_rqmc,1024,True,1,0.998375
109,2,100,physical_rqmc,1024,True,2,0.980958
109,2,100,physical_rqmc,1024,True,3,0.998167
109,2,100,physical_rqmc,1024,True,4,1.0055
109,2,100,quotient_self_normalized,1024,True,0,1.110542
109,2,100,quotient_self_normalized,1024,True,1,1.053583
109,2,100,quotient_self_normalized,1024,True,2,1.070791
109,2,100,quotient_self_normalized,1024,True,3,1.078
109,2,100,quotient_self_normalized,1024,True,4,0.991375
110,2,100,quotient_self_normalized,1024,True,0,0.781042
110,2,100,quotient_self_normalized,1024,True,1,0.885334
110,2,100,quotient_self_normalized,1024,True,2,0.7815
110,2,100,quotient_self_normalized,1024,True,3,0.943791
110,2,100,quotient_self_normalized,1024,True,4,0.844125
110,2,100,physical_rqmc,1024,True,0,0.811458
110,2,100,physical_rqmc,1024,True,1,0.959709
110,2,100,physical_rqmc,1024,True,2,0.816042
110,2,100,physical_rqmc,1024,True,3,0.879334
110,2,100,physical_rqmc,1024,True,4,0.75925
111,2,100,physical_rqmc,1024,True,0,0.742334
111,2,100,physical_rqmc,1024,True,1,0.850292
111,2,100,physical_rqmc,1024,True,2,0.728875
111,2,100,physical_rqmc,1024,True,3,0.847041
111,2,100,physical_rqmc,1024,True,4,0.7315
111,2,100,quotient_self_normalized,1024,True,0,0.765167
111,2,100,quotient_self_normalized,1024,True,1,0.902417
111,2,100,quotient_self_normalized,1024,True,2,0.822958
111,2,100,quotient_self_normalized,1024,True,3,0.91
111,2,100,quotient_self_normalized,1024,True,4,0.770417
112,2,100,quotient_self_normalized,1024,True,0,0.784083
112,2,100,quotient_self_normalized,1024,True,1,0.892166
112,2,100,quotient_self_normalized,1024,True,2,0.76775
112,2,100,quotient_self_normalized,1024,True,3,0.871791
112,2,100,quotient_self_normalized,1024,True,4,0.782917
112,2,100,physical_rqmc,1024,True,0,0.751417
112,2,100,physical_rqmc,1024,True,1,0.836416
112,2,100,physical_rqmc,1024,True,2,0.735833
112,2,100,physical_rqmc,1024,True,3,0.859167
112,2,100,physical_rqmc,1024,True,4,0.748291
113,2,100,quotient_self_normalized,1024,True,0,0.821917
113,2,100,quotient_self_normalized,1024,True,1,0.922125
113,2,100,quotient_self_normalized,1024,True,2,0.831333
113,2,100,quotient_self_normalized,1024,True,3,1.157917
113,2,100,quotient_self_normalized,1024,True,4,0.853333
113,2,100,physical_rqmc,1024,True,0,0.773167
113,2,100,physical_rqmc,1024,True,1,0.846875
113,2,100,physical_rqmc,1024,True,2,0.728541
113,2,100,physical_rqmc,1024,True,3,0.847125
113,2,100,physical_rqmc,1024,True,4,0.805083
114,2,100,physical_rqmc,1024,True,0,0.838917
114,2,100,physical_rqmc,1024,True,1,1.015792
114,2,100,physical_rqmc,1024,True,2,0.789291
114,2,100,physical_rqmc,1024,True,3,0.87775
114,2,100,physical_rqmc,1024,True,4,0.739459
114,2,100,quotient_self_normalized,1024,True,0,0.815916
114,2,100,quotient_self_normalized,1024,True,1,0.945541
114,2,100,quotient_self_normalized,1024,True,2,0.77225
114,2,100,quotient_self_normalized,1024,True,3,0.871292
114,2,100,quotient_self_normalized,1024,True,4,0.761166
115,2,100,physical_rqmc,1024,True,0,0.805125
115,2,100,physical_rqmc,1024,True,1,0.875041
115,2,100,physical_rqmc,1024,True,2,0.771292
115,2,100,physical_rqmc,1024,True,3,0.869834
115,2,100,physical_rqmc,1024,True,4,0.742666
115,2,100,quotient_self_normalized,1024,True,0,0.765
115,2,100,quotient_self_normalized,1024,True,1,0.896959
115,2,100,quotient_self_normalized,1024,True,2,0.7685
115,2,100,quotient_self_normalized,1024,True,3,0.863791
115,2,100,quotient_self_normalized,1024,True,4,0.7785
116,2,100,physical_rqmc,1024,True,0,1.521458
116,2,100,physical_rqmc,1024,True,1,1.013
116,2,100,physical_rqmc,1024,True,2,1.022291
116,2,100,physical_rqmc,1024,True,3,1.501458
116,2,100,physical_rqmc,1024,True,4,1.02225
116,2,100,quotient_self_normalized,1024,True,0,1.12275
116,2,100,quotient_self_normalized,1024,True,1,1.100667
116,2,100,quotient_self_normalized,1024,True,2,1.105125
116,2,100,quotient_self_normalized,1024,True,3,1.098625
116,2,100,quotient_self_normalized,1024,True,4,1.036292
117,2,100,quotient_self_normalized,1024,True,0,1.086458
117,2,100,quotient_self_normalized,1024,True,1,1.075375
117,2,100,quotient_self_normalized,1024,True,2,1.123417
117,2,100,quotient_self_normalized,1024,True,3,1.073834
117,2,100,quotient_self_normalized,1024,True,4,1.043
117,2,100,physical_rqmc,1024,True,0,0.987375
117,2,100,physical_rqmc,1024,True,1,0.963708
117,2,100,physical_rqmc,1024,True,2,1.003
117,2,100,physical_rqmc,1024,True,3,1.001709
117,2,100,physical_rqmc,1024,True,4,0.979334
118,2,100,physical_rqmc,1024,True,0,1.015541
118,2,100,physical_rqmc,1024,True,1,0.982042
118,2,100,physical_rqmc,1024,True,2,0.983667
118,2,100,physical_rqmc,1024,True,3,0.983042
118,2,100,physical_rqmc,1024,True,4,0.994167
118,2,100,quotient_self_normalized,1024,True,0,1.068709
118,2,100,quotient_self_normalized,1024,True,1,1.014584
118,2,100,quotient_self_normalized,1024,True,2,1.004041
118,2,100,quotient_self_normalized,1024,True,3,1.008209
118,2,100,quotient_self_normalized,1024,True,4,1.004917
119,2,100,quotient_self_normalized,1024,True,0,1.074375
119,2,100,quotient_self_normalized,1024,True,1,1.0595
119,2,100,quotient_self_normalized,1024,True,2,1.019334
119,2,100,quotient_self_normalized,1024,True,3,1.018042
119,2,100,quotient_self_normalized,1024,True,4,1.010083
119,2,100,physical_rqmc,1024,True,0,1.001875
119,2,100,physical_rqmc,1024,True,1,1.0245
119,2,100,physical_rqmc,1024,True,2,1.05675
119,2,100,physical_rqmc,1024,True,3,1.36075
119,2,100,physical_rqmc,1024,True,4,0.928209
120,2,100,physical_rqmc,1024,True,0,0.958625
120,2,100,physical_rqmc,1024,True,1,0.915792
120,2,100,physical_rqmc,1024,True,2,0.91825
120,2,100,physical_rqmc,1024,True,3,0.902084
120,2,100,physical_rqmc,1024,True,4,1.171041
120,2,100,quotient_self_normalized,1024,True,0,0.8445
120,2,100,quotient_self_normalized,1024,True,1,0.7295
120,2,100,quotient_self_normalized,1024,True,2,0.82875
120,2,100,quotient_self_normalized,1024,True,3,0.766375
120,2,100,quotient_self_normalized,1024,True,4,0.906625
121,2,100,physical_rqmc,1024,True,0,1.078958
121,2,100,physical_rqmc,1024,True,1,0.732959
121,2,100,physical_rqmc,1024,True,2,0.859125
121,2,100,physical_rqmc,1024,True,3,0.734334
121,2,100,physical_rqmc,1024,True,4,0.8495
121,2,100,quotient_self_normalized,1024,True,0,0.894167
121,2,100,quotient_self_normalized,1024,True,1,0.788708
121,2,100,quotient_self_normalized,1024,True,2,0.91
121,2,100,quotient_self_normalized,1024,True,3,0.76575
121,2,100,quotient_self_normalized,1024,True,4,0.860792
122,2,100,physical_rqmc,1024,True,0,0.848667
122,2,100,physical_rqmc,1024,True,1,0.743542
122,2,100,physical_rqmc,1024,True,2,0.845792
122,2,100,physical_rqmc,1024,True,3,0.760458
122,2,100,physical_rqmc,1024,True,4,0.914334
122,2,100,quotient_self_normalized,1024,True,0,0.997417
122,2,100,quotient_self_normalized,1024,True,1,0.786958
122,2,100,quotient_self_normalized,1024,True,2,0.874541
122,2,100,quotient_self_normalized,1024,True,3,0.767791
122,2,100,quotient_self_normalized,1024,True,4,0.884375
123,2,100,quotient_self_normalized,1024,True,0,0.983833
123,2,100,quotient_self_normalized,1024,True,1,0.804167
123,2,100,quotient_self_normalized,1024,True,2,1.316542
123,2,100,quotient_self_normalized,1024,True,3,0.995375
123,2,100,quotient_self_normalized,1024,True,4,0.9265
123,2,100,physical_rqmc,1024,True,0,0.969583
123,2,100,physical_rqmc,1024,True,1,0.97225
123,2,100,physical_rqmc,1024,True,2,1.001959
123,2,100,physical_rqmc,1024,True,3,1.069458
123,2,100,physical_rqmc,1024,True,4,1.105042
124,2,100,quotient_self_normalized,1024,True,0,1.032792
124,2,100,quotient_self_normalized,1024,True,1,0.990958
124,2,100,quotient_self_normalized,1024,True,2,1.047375
124,2,100,quotient_self_normalized,1024,True,3,1.059125
124,2,100,quotient_self_normalized,1024,True,4,1.055333
124,2,100,physical_rqmc,1024,True,0,1.013083
124,2,100,physical_rqmc,1024,True,1,0.998875
124,2,100,physical_rqmc,1024,True,2,0.964291
124,2,100,physical_rqmc,1024,True,3,1.0455
124,2,100,physical_rqmc,1024,True,4,1.042584
125,2,100,physical_rqmc,1024,True,0,1.020333
125,2,100,physical_rqmc,1024,True,1,1.01975
125,2,100,physical_rqmc,1024,True,2,1.040792
125,2,100,physical_rqmc,1024,True,3,1.020083
125,2,100,physical_rqmc,1024,True,4,1.018541
125,2,100,quotient_self_normalized,1024,True,0,1.036417
125,2,100,quotient_self_normalized,1024,True,1,1.036292
125,2,100,quotient_self_normalized,1024,True,2,1.066833
125,2,100,quotient_self_normalized,1024,True,3,1.042542
125,2,100,quotient_self_normalized,1024,True,4,1.042084
126,2,100,physical_rqmc,1024,True,0,1.070833
126,2,100,physical_rqmc,1024,True,1,0.974041
126,2,100,physical_rqmc,1024,True,2,1.368333
126,2,100,physical_rqmc,1024,True,3,1.439625
126,2,100,physical_rqmc,1024,True,4,0.864875
126,2,100,quotient_self_normalized,1024,True,0,0.983458
126,2,100,quotient_self_normalized,1024,True,1,0.929125
126,2,100,quotient_self_normalized,1024,True,2,0.951417
126,2,100,quotient_self_normalized,1024,True,3,1.738708
126,2,100,quotient_self_normalized,1024,True,4,1.013417
127,2,100,physical_rqmc,1024,True,0,1.036209
127,2,100,physical_rqmc,1024,True,1,1.042167
127,2,100,physical_rqmc,1024,True,2,1.022291
127,2,100,physical_rqmc,1024,True,3,1.25175
127,2,100,physical_rqmc,1024,True,4,0.745583
127,2,100,quotient_self_normalized,1024,True,0,0.732209
127,2,100,quotient_self_normalized,1024,True,1,0.850167
127,2,100,quotient_self_normalized,1024,True,2,0.769625
127,2,100,quotient_self_normalized,1024,True,3,0.896459
127,2,100,quotient_self_normalized,1024,True,4,0.790209
128,2,100,physical_rqmc,1024,True,0,0.7565
128,2,100,physical_rqmc,1024,True,1,0.888042
128,2,100,physical_rqmc,1024,True,2,0.746625
128,2,100,physical_rqmc,1024,True,3,0.844583
128,2,100,physical_rqmc,1024,True,4,0.738084
128,2,100,quotient_self_normalized,1024,True,0,0.800417
128,2,100,quotient_self_normalized,1024,True,1,0.895542
128,2,100,quotient_self_normalized,1024,True,2,0.767208
128,2,100,quotient_self_normalized,1024,True,3,0.873417
128,2,100,quotient_self_normalized,1024,True,4,0.765833
129,2,100,quotient_self_normalized,1024,True,0,0.801083
129,2,100,quotient_self_normalized,1024,True,1,0.892292
129,2,100,quotient_self_normalized,1024,True,2,0.787542
129,2,100,quotient_self_normalized,1024,True,3,0.940667
129,2,100,quotient_self_normalized,1024,True,4,0.793875
129,2,100,physical_rqmc,1024,True,0,0.830292
129,2,100,physical_rqmc,1024,True,1,1.064041
129,2,100,physical_rqmc,1024,True,2,0.813041
129,2,100,physical_rqmc,1024,True,3,0.876667
129,2,100,physical_rqmc,1024,True,4,0.73425
130,2,100,quotient_self_normalized,1024,True,0,0.804916
130,2,100,quotient_self_normalized,1024,True,1,0.920833
130,2,100,quotient_self_normalized,1024,True,2,1.210208
130,2,100,quotient_self_normalized,1024,True,3,0.868708
130,2,100,quotient_self_normalized,1024,True,4,0.967
130,2,100,physical_rqmc,1024,True,0,0.819792
130,2,100,physical_rqmc,1024,True,1,0.901792
130,2,100,physical_rqmc,1024,True,2,0.993917
130,2,100,physical_rqmc,1024,True,3,0.973167
130,2,100,physical_rqmc,1024,True,4,0.861375
131,2,100,quotient_self_normalized,1024,True,0,1.016166
131,2,100,quotient_self_normalized,1024,True,1,1.01425
131,2,100,quotient_self_normalized,1024,True,2,0.955083
131,2,100,quotient_self_normalized,1024,True,3,0.897292
131,2,100,quotient_self_normalized,1024,True,4,1.01175
131,2,100,physical_rqmc,1024,True,0,0.875084
131,2,100,physical_rqmc,1024,True,1,0.887291
131,2,100,physical_rqmc,1024,True,2,1.052958
131,2,100,physical_rqmc,1024,True,3,0.985
131,2,100,physical_rqmc,1024,True,4,0.843125
132,2,100,quotient_self_normalized,1024,True,0,1.014584
132,2,100,quotient_self_normalized,1024,True,1,1.061458
132,2,100,quotient_self_normalized,1024,True,2,0.885833
132,2,100,quotient_self_normalized,1024,True,3,0.874375
132,2,100,quotient_self_normalized,1024,True,4,1.004458
132,2,100,physical_rqmc,1024,True,0,0.892542
132,2,100,physical_rqmc,1024,True,1,0.945042
132,2,100,physical_rqmc,1024,True,2,1.207875
132,2,100,physical_rqmc,1024,True,3,0.754459
132,2,100,physical_rqmc,1024,True,4,1.020333
133,2,100,physical_rqmc,1024,True,0,0.890334
133,2,100,physical_rqmc,1024,True,1,0.740125
133,2,100,physical_rqmc,1024,True,2,0.851459
133,2,100,physical_rqmc,1024,True,3,0.753209
133,2,100,physical_rqmc,1024,True,4,0.96275
133,2,100,quotient_self_normalized,1024,True,0,1.004875
133,2,100,quotient_self_normalized,1024,True,1,1.009375
133,2,100,quotient_self_normalized,1024,True,2,0.9925
133,2,100,quotient_self_normalized,1024,True,3,0.974875
133,2,100,quotient_self_normalized,1024,True,4,1.025042
134,2,100,physical_rqmc,1024,True,0,0.9505
134,2,100,physical_rqmc,1024,True,1,0.98275
134,2,100,physical_rqmc,1024,True,2,0.977708
134,2,100,physical_rqmc,1024,True,3,1.00625
134,2,100,physical_rqmc,1024,True,4,0.946208
134,2,100,quotient_self_normalized,1024,True,0,1.034459
134,2,100,quotient_self_normalized,1024,True,1,1.0175
134,2,100,quotient_self_normalized,1024,True,2,1.065333
134,2,100,quotient_self_normalized,1024,True,3,1.035917
134,2,100,quotient_self_normalized,1024,True,4,1.01925
135,2,100,quotient_self_normalized,1024,True,0,1.041459
135,2,100,quotient_self_normalized,1024,True,1,1.011458
135,2,100,quotient_self_normalized,1024,True,2,0.975125
135,2,100,quotient_self_normalized,1024,True,3,0.963375
135,2,100,quotient_self_normalized,1024,True,4,1.002667
135,2,100,physical_rqmc,1024,True,0,1.008166
135,2,100,physical_rqmc,1024,True,1,1.010541
135,2,100,physical_rqmc,1024,True,2,0.9745
135,2,100,physical_rqmc,1024,True,3,0.993667
135,2,100,physical_rqmc,1024,True,4,1.021208
136,2,100,quotient_self_normalized,1024,True,0,1.000042
136,2,100,quotient_self_normalized,1024,True,1,0.995791
136,2,100,quotient_self_normalized,1024,True,2,0.97525
136,2,100,quotient_self_normalized,1024,True,3,1.007458
136,2,100,quotient_self_normalized,1024,True,4,1.04775
136,2,100,physical_rqmc,1024,True,0,1.020667
136,2,100,physical_rqmc,1024,True,1,0.955833
136,2,100,physical_rqmc,1024,True,2,0.948458
136,2,100,physical_rqmc,1024,True,3,1.003792
136,2,100,physical_rqmc,1024,True,4,1.041167
137,2,100,quotient_self_normalized,1024,True,0,0.985375
137,2,100,quotient_self_normalized,1024,True,1,0.994292
137,2,100,quotient_self_normalized,1024,True,2,1.0105
137,2,100,quotient_self_normalized,1024,True,3,0.967125
137,2,100,quotient_self_normalized,1024,True,4,0.958
137,2,100,physical_rqmc,1024,True,0,0.998834
137,2,100,physical_rqmc,1024,True,1,1.520584
137,2,100,physical_rqmc,1024,True,2,0.861625
137,2,100,physical_rqmc,1024,True,3,0.841541
137,2,100,physical_rqmc,1024,True,4,0.9645
138,2,100,quotient_self_normalized,1024,True,0,0.913375
138,2,100,quotient_self_normalized,1024,True,1,0.90675
138,2,100,quotient_self_normalized,1024,True,2,1.015584
138,2,100,quotient_self_normalized,1024,True,3,1.016041
138,2,100,quotient_self_normalized,1024,True,4,0.889541
138,2,100,physical_rqmc,4096,True,0,3.02325
138,2,100,physical_rqmc,4096,True,1,2.903291
138,2,100,physical_rqmc,4096,True,2,3.432083
138,2,100,physical_rqmc,4096,True,3,3.047666
138,2,100,physical_rqmc,4096,True,4,4.007208
139,2,100,quotient_self_normalized,1024,True,0,0.959083
139,2,100,quotient_self_normalized,1024,True,1,0.979417
139,2,100,quotient_self_normalized,1024,True,2,1.005084
139,2,100,quotient_self_normalized,1024,True,3,1.021375
139,2,100,quotient_self_normalized,1024,True,4,1.011584
139,2,100,physical_rqmc,1024,True,0,0.963916
139,2,100,physical_rqmc,1024,True,1,0.975333
139,2,100,physical_rqmc,1024,True,2,0.965417
139,2,100,physical_rqmc,1024,True,3,0.92575
139,2,100,physical_rqmc,1024,True,4,0.935166
140,2,100,quotient_self_normalized,1024,True,0,0.975458
140,2,100,quotient_self_normalized,1024,True,1,1.013333
140,2,100,quotient_self_normalized,1024,True,2,0.979375
140,2,100,quotient_self_normalized,1024,True,3,0.997208
140,2,100,quotient_self_normalized,1024,True,4,0.958583
140,2,100,physical_rqmc,1024,True,0,0.958542
140,2,100,physical_rqmc,1024,True,1,0.9585
140,2,100,physical_rqmc,1024,True,2,0.939416
140,2,100,physical_rqmc,1024,True,3,0.982584
140,2,100,physical_rqmc,1024,True,4,0.991834
141,2,100,quotient_self_normalized,1024,True,0,1.419416
141,2,100,quotient_self_normalized,1024,True,1,0.820459
141,2,100,quotient_self_normalized,1024,True,2,0.872459
141,2,100,quotient_self_normalized,1024,True,3,0.719625
141,2,100,quotient_self_normalized,1024,True,4,0.856542
141,2,100,physical_rqmc,1024,True,0,0.803542
141,2,100,physical_rqmc,1024,True,1,0.758708
141,2,100,physical_rqmc,1024,True,2,0.934791
141,2,100,physical_rqmc,1024,True,3,0.772542
141,2,100,physical_rqmc,1024,True,4,1.031417
142,2,100,quotient_self_normalized,1024,True,0,1.008
142,2,100,quotient_self_normalized,1024,True,1,0.970167
142,2,100,quotient_self_normalized,1024,True,2,1.023333
142,2,100,quotient_self_normalized,1024,True,3,1.081459
142,2,100,quotient_self_normalized,1024,True,4,1.080625
142,2,100,physical_rqmc,1024,True,0,1.0065
142,2,100,physical_rqmc,1024,True,1,1.008667
142,2,100,physical_rqmc,1024,True,2,1.310083
142,2,100,physical_rqmc,1024,True,3,2.325959
142,2,100,physical_rqmc,1024,True,4,1.056542
143,2,100,physical_rqmc,1024,True,0,1.011333
143,2,100,physical_rqmc,1024,True,1,1.025834
143,2,100,physical_rqmc,1024,True,2,1.07175
143,2,100,physical_rqmc,1024,True,3,1.100792
143,2,100,physical_rqmc,1024,True,4,1.07725
143,2,100,quotient_self_normalized,1024,True,0,1.126083
143,2,100,quotient_self_normalized,1024,True,1,1.043334
143,2,100,quotient_self_normalized,1024,True,2,1.011166
143,2,100,quotient_self_normalized,1024,True,3,1.069166
143,2,100,quotient_self_normalized,1024,True,4,1.033708
144,2,100,physical_rqmc,16384,True,0,10.462125
144,2,100,physical_rqmc,16384,True,1,11.694666
144,2,100,physical_rqmc,16384,True,2,11.894583
144,2,100,physical_rqmc,16384,True,3,10.452208
144,2,100,physical_rqmc,16384,True,4,11.275417
144,2,100,quotient_self_normalized,1024,True,0,0.907
144,2,100,quotient_self_normalized,1024,True,1,1.06475
144,2,100,quotient_self_normalized,1024,True,2,1.017291
144,2,100,quotient_self_normalized,1024,True,3,1.059208
144,2,100,quotient_self_normalized,1024,True,4,1.046542
145,2,100,quotient_self_normalized,1024,True,0,1.100541
145,2,100,quotient_self_normalized,1024,True,1,1.093042
145,2,100,quotient_self_normalized,1024,True,2,1.004417
145,2,100,quotient_self_normalized,1024,True,3,0.992791
145,2,100,quotient_self_normalized,1024,True,4,0.989833
145,2,100,physical_rqmc,4096,True,0,3.122333
145,2,100,physical_rqmc,4096,True,1,2.981375
145,2,100,physical_rqmc,4096,True,2,2.933041
145,2,100,physical_rqmc,4096,True,3,2.760083
145,2,100,physical_rqmc,4096,True,4,2.855125
146,2,100,physical_rqmc,1024,True,0,1.135709
146,2,100,physical_rqmc,1024,True,1,0.973834
146,2,100,physical_rqmc,1024,True,2,0.971917
146,2,100,physical_rqmc,1024,True,3,0.958125
146,2,100,physical_rqmc,1024,True,4,0.969542
146,2,100,quotient_self_normalized,1024,True,0,1.091666
146,2,100,quotient_self_normalized,1024,True,1,1.073916
146,2,100,quotient_self_normalized,1024,True,2,1.045541
146,2,100,quotient_self_normalized,1024,True,3,1.042208
146,2,100,quotient_self_normalized,1024,True,4,1.005375
147,2,100,physical_rqmc,4096,True,0,3.159583
147,2,100,physical_rqmc,4096,True,1,2.884167
147,2,100,physical_rqmc,4096,True,2,4.305708
147,2,100,physical_rqmc,4096,True,3,3.4095
147,2,100,physical_rqmc,4096,True,4,3.148042
147,2,100,quotient_self_normalized,1024,True,0,1.0745
147,2,100,quotient_self_normalized,1024,True,1,1.07925
147,2,100,quotient_self_normalized,1024,True,2,1.05925
147,2,100,quotient_self_normalized,1024,True,3,1.043
147,2,100,quotient_self_normalized,1024,True,4,1.008542
148,2,100,physical_rqmc,4096,True,0,2.747292
148,2,100,physical_rqmc,4096,True,1,2.776417
148,2,100,physical_rqmc,4096,True,2,2.811125
148,2,100,physical_rqmc,4096,True,3,2.820625
148,2,100,physical_rqmc,4096,True,4,3.627542
148,2,100,quotient_self_normalized,1024,True,0,1.014458
148,2,100,quotient_self_normalized,1024,True,1,1.028875
148,2,100,quotient_self_normalized,1024,True,2,1.00375
148,2,100,quotient_self_normalized,1024,True,3,1.032792
148,2,100,quotient_self_normalized,1024,True,4,1.130542
149,2,100,physical_rqmc,16384,True,0,10.77025
149,2,100,physical_rqmc,16384,True,1,12.550375
149,2,100,physical_rqmc,16384,True,2,11.966375
149,2,100,physical_rqmc,16384,True,3,11.496042
149,2,100,physical_rqmc,16384,True,4,12.021791
149,2,100,quotient_self_normalized,1024,True,0,0.9905
149,2,100,quotient_self_normalized,1024,True,1,0.806916
149,2,100,quotient_self_normalized,1024,True,2,0.88575
149,2,100,quotient_self_normalized,1024,True,3,0.783625
149,2,100,quotient_self_normalized,1024,True,4,0.907375
150,2,100,physical_rqmc,16384,True,0,11.387625
150,2,100,physical_rqmc,16384,True,1,11.676458
150,2,100,physical_rqmc,16384,True,2,11.466375
150,2,100,physical_rqmc,16384,True,3,11.213167
150,2,100,physical_rqmc,16384,True,4,12.553666
150,2,100,quotient_self_normalized,1024,True,0,1.566792
150,2,100,quotient_self_normalized,1024,True,1,1.025375
150,2,100,quotient_self_normalized,1024,True,2,1.161791
150,2,100,quotient_self_normalized,1024,True,3,1.194667
150,2,100,quotient_self_normalized,1024,True,4,1.1755
151,2,100,physical_rqmc,4096,True,0,3.639542
151,2,100,physical_rqmc,4096,True,1,3.955958
151,2,100,physical_rqmc,4096,True,2,4.018875
151,2,100,physical_rqmc,4096,True,3,3.750959
151,2,100,physical_rqmc,4096,True,4,3.7235
151,2,100,quotient_self_normalized,1024,True,0,1.161375
151,2,100,quotient_self_normalized,1024,True,1,1.556333
151,2,100,quotient_self_normalized,1024,True,2,1.140542
151,2,100,quotient_self_normalized,1024,True,3,1.117459
151,2,100,quotient_self_normalized,1024,True,4,1.237417
152,2,100,quotient_self_normalized,1024,True,0,0.978542
152,2,100,quotient_self_normalized,1024,True,1,1.19175
152,2,100,quotient_self_normalized,1024,True,2,0.815542
152,2,100,quotient_self_normalized,1024,True,3,1.092
152,2,100,quotient_self_normalized,1024,True,4,0.905834
152,2,100,physical_rqmc,4096,True,0,3.308084
152,2,100,physical_rqmc,4096,True,1,3.50825
152,2,100,physical_rqmc,4096,True,2,3.314084
152,2,100,physical_rqmc,4096,True,3,3.447125
152,2,100,physical_rqmc,4096,True,4,3.482709
153,2,100,quotient_self_normalized,1024,True,0,1.183542
153,2,100,quotient_self_normalized,1024,True,1,0.834125
153,2,100,quotient_self_normalized,1024,True,2,0.921709
153,2,100,quotient_self_normalized,1024,True,3,0.806375
153,2,100,quotient_self_normalized,1024,True,4,0.955709
153,2,100,physical_rqmc,4096,True,0,3.797667
153,2,100,physical_rqmc,4096,True,1,3.999792
153,2,100,physical_rqmc,4096,True,2,3.866417
153,2,100,physical_rqmc,4096,True,3,4.192708
153,2,100,physical_rqmc,4096,True,4,3.649
154,2,100,quotient_self_normalized,1024,True,0,1.037667
154,2,100,quotient_self_normalized,1024,True,1,0.872708
154,2,100,quotient_self_normalized,1024,True,2,0.979833
154,2,100,quotient_self_normalized,1024,True,3,0.986167
154,2,100,quotient_self_normalized,1024,True,4,0.901791
154,2,100,physical_rqmc,16384,True,0,12.781125
154,2,100,physical_rqmc,16384,True,1,12.59
154,2,100,physical_rqmc,16384,True,2,12.122917
154,2,100,physical_rqmc,16384,True,3,13.218792
154,2,100,physical_rqmc,16384,True,4,12.084458
155,2,100,quotient_self_normalized,1024,True,0,1.012084
155,2,100,quotient_self_normalized,1024,True,1,1.371667
