obs,k,m,method,n,reached,repeat,ms
51,2,100,physical_rqmc,16384,True,1,10.177125
51,2,100,physical_rqmc,16384,True,2,11.06425
51,2,100,physical_rqmc,16384,True,3,10.551584
51,2,100,physical_rqmc,16384,True,4,10.074417
52,2,100,physical_rqmc,4096,True,0,2.727083
52,2,100,physical_rqmc,4096,True,1,2.63175
52,2,100,physical_rqmc,4096,True,2,2.655209
52,2,100,physical_rqmc,4096,True,3,2.939875
52,2,100,physical_rqmc,4096,True,4,2.778542
52,2,100,quotient_self_normalized,1024,True,0,0.898792
52,2,100,quotient_self_normalized,1024,True,1,0.894875
52,2,100,quotient_self_normalized,1024,True,2,0.900166
52,2,100,quotient_self_normalized,1024,True,3,0.852083
52,2,100,quotient_self_normalized,1024,True,4,0.863167
53,2,100,physical_rqmc,4096,True,0,2.528417
53,2,100,physical_rqmc,4096,True,1,2.569708
53,2,100,physical_rqmc,4096,True,2,3.1415
53,2,100,physical_rqmc,4096,True,3,2.586083
53,2,100,physical_rqmc,4096,True,4,2.698208
53,2,100,quotient_self_normalized,1024,True,0,0.859041
53,2,100,quotient_self_normalized,1024,True,1,0.922666
53,2,100,quotient_self_normalized,1024,True,2,0.908167
53,2,100,quotient_self_normalized,1024,True,3,0.914333
53,2,100,quotient_self_normalized,1024,True,4,0.9095
54,2,100,physical_rqmc,4096,True,0,2.629833
54,2,100,physical_rqmc,4096,True,1,2.909125
54,2,100,physical_rqmc,4096,True,2,2.617417
54,2,100,physical_rqmc,4096,True,3,2.411458
54,2,100,physical_rqmc,4096,True,4,2.378167
54,2,100,quotient_self_normalized,1024,True,0,0.773291
54,2,100,quotient_self_normalized,1024,True,1,0.803833
54,2,100,quotient_self_normalized,1024,True,2,0.808791
54,2,100,quotient_self_normalized,1024,True,3,0.741083
54,2,100,quotient_self_normalized,1024,True,4,0.742333
55,2,100,physical_rqmc,4096,True,0,2.451125
55,2,100,physical_rqmc,4096,True,1,2.417208
55,2,100,physical_rqmc,4096,True,2,2.421291
55,2,100,physical_rqmc,4096,True,3,2.450208
55,2,100,physical_rqmc,4096,True,4,2.359833
55,2,100,quotient_self_normalized,1024,True,0,0.76075
55,2,100,quotient_self_normalized,1024,True,1,0.784666
55,2,100,quotient_self_normalized,1024,True,2,0.762167
55,2,100,quotient_self_normalized,1024,True,3,0.764709
55,2,100,quotient_self_normalized,1024,True,4,0.771042
56,2,100,quotient_self_normalized,1024,True,0,0.832333
56,2,100,quotient_self_normalized,1024,True,1,0.79075
56,2,100,quotient_self_normalized,1024,True,2,0.791084
56,2,100,quotient_self_normalized,1024,True,3,0.779791
56,2,100,quotient_self_normalized,1024,True,4,0.778667
56,2,100,physical_rqmc,4194304,True,0,2727.5525
56,2,100,physical_rqmc,4194304,True,1,2841.603541
56,2,100,physical_rqmc,4194304,True,2,2847.1955
56,2,100,physical_rqmc,4194304,True,3,2628.762417
56,2,100,physical_rqmc,4194304,True,4,2660.711875
57,2,100,quotient_self_normalized,1024,True,0,0.879375
57,2,100,quotient_self_normalized,1024,True,1,0.999625
57,2,100,quotient_self_normalized,1024,True,2,0.977083
57,2,100,quotient_self_normalized,1024,True,3,0.848792
57,2,100,quotient_self_normalized,1024,True,4,0.8315
57,2,100,physical_rqmc,1024,True,0,0.929791
57,2,100,physical_rqmc,1024,True,1,0.851083
57,2,100,physical_rqmc,1024,True,2,0.841083
57,2,100,physical_rqmc,1024,True,3,0.9805
57,2,100,physical_rqmc,1024,True,4,0.991334
58,2,100,physical_rqmc,4096,True,0,2.744334
58,2,100,physical_rqmc,4096,True,1,2.652291
58,2,100,physical_rqmc,4096,True,2,2.801542
58,2,100,physical_rqmc,4096,True,3,2.910208
58,2,100,physical_rqmc,4096,True,4,2.797917
58,2,100,quotient_self_normalized,1024,True,0,0.903625
58,2,100,quotient_self_normalized,1024,True,1,0.997083
58,2,100,quotient_self_normalized,1024,True,2,0.987
58,2,100,quotient_self_normalized,1024,True,3,0.891917
58,2,100,quotient_self_normalized,1024,True,4,0.870416
59,2,100,physical_rqmc,4096,True,0,2.827125
59,2,100,physical_rqmc,4096,True,1,2.881875
59,2,100,physical_rqmc,4096,True,2,2.867458
59,2,100,physical_rqmc,4096,True,3,2.857625
59,2,100,physical_rqmc,4096,True,4,2.801875
59,2,100,quotient_self_normalized,1024,True,0,1.124125
59,2,100,quotient_self_normalized,1024,True,1,0.96225
59,2,100,quotient_self_normalized,1024,True,2,1.254
59,2,100,quotient_self_normalized,1024,True,3,1.133125
59,2,100,quotient_self_normalized,1024,True,4,1.166834
60,2,100,quotient_self_normalized,1024,True,0,1.012417
60,2,100,quotient_self_normalized,1024,True,1,1.027375
60,2,100,quotient_self_normalized,1024,True,2,1.10875
60,2,100,quotient_self_normalized,1024,True,3,1.010958
60,2,100,quotient_self_normalized,1024,True,4,0.97025
60,2,100,physical_rqmc,4096,True,0,2.682125
60,2,100,physical_rqmc,4096,True,1,2.663709
60,2,100,physical_rqmc,4096,True,2,2.716875
60,2,100,physical_rqmc,4096,True,3,2.832041
60,2,100,physical_rqmc,4096,True,4,2.676208
61,2,100,physical_rqmc,16384,True,0,10.713916
61,2,100,physical_rqmc,16384,True,1,10.251792
61,2,100,physical_rqmc,16384,True,2,10.118833
61,2,100,physical_rqmc,16384,True,3,10.242208
61,2,100,physical_rqmc,16384,True,4,10.489666
61,2,100,quotient_self_normalized,1024,True,0,0.811666
61,2,100,quotient_self_normalized,1024,True,1,0.981583
61,2,100,quotient_self_normalized,1024,True,2,0.964459
61,2,100,quotient_self_normalized,1024,True,3,0.960292
61,2,100,quotient_self_normalized,1024,True,4,0.957208
62,2,100,quotient_self_normalized,1024,True,0,0.987167
62,2,100,quotient_self_normalized,1024,True,1,1.011209
62,2,100,quotient_self_normalized,1024,True,2,0.993875
62,2,100,quotient_self_normalized,1024,True,3,0.985375
62,2,100,quotient_self_normalized,1024,True,4,0.9985
62,2,100,physical_rqmc,1024,True,0,0.981292
62,2,100,physical_rqmc,1024,True,1,0.9545
62,2,100,physical_rqmc,1024,True,2,0.96075
62,2,100,physical_rqmc,1024,True,3,0.954334
62,2,100,physical_rqmc,1024,True,4,0.949292
63,2,100,physical_rqmc,4096,True,0,2.867958
63,2,100,physical_rqmc,4096,True,1,2.835667
63,2,100,physical_rqmc,4096,True,2,2.798334
63,2,100,physical_rqmc,4096,True,3,2.944375
63,2,100,physical_rqmc,4096,True,4,2.875333
63,2,100,quotient_self_normalized,1024,True,0,1.001375
63,2,100,quotient_self_normalized,1024,True,1,1.001583
63,2,100,quotient_self_normalized,1024,True,2,0.999125
63,2,100,quotient_self_normalized,1024,True,3,0.997583
63,2,100,quotient_self_normalized,1024,True,4,0.998209
64,2,100,physical_rqmc,16384,True,0,10.3205
64,2,100,physical_rqmc,16384,True,1,10.808792
64,2,100,physical_rqmc,16384,True,2,10.361333
64,2,100,physical_rqmc,16384,True,3,10.039333
64,2,100,physical_rqmc,16384,True,4,10.202334
64,2,100,quotient_self_normalized,4096,True,0,2.8885
64,2,100,quotient_self_normalized,4096,True,1,2.91175
64,2,100,quotient_self_normalized,4096,True,2,3.038166
64,2,100,quotient_self_normalized,4096,True,3,2.894291
64,2,100,quotient_self_normalized,4096,True,4,2.83525
65,2,100,physical_rqmc,16384,True,0,10.358875
65,2,100,physical_rqmc,16384,True,1,10.218
65,2,100,physical_rqmc,16384,True,2,10.139958
65,2,100,physical_rqmc,16384,True,3,10.366084
65,2,100,physical_rqmc,16384,True,4,10.278667
65,2,100,quotient_self_normalized,1024,True,0,0.812125
65,2,100,quotient_self_normalized,1024,True,1,0.95825
65,2,100,quotient_self_normalized,1024,True,2,0.9475
65,2,100,quotient_self_normalized,1024,True,3,0.943958
65,2,100,quotient_self_normalized,1024,True,4,0.943458
66,2,100,quotient_self_normalized,1024,True,0,0.974583
66,2,100,quotient_self_normalized,1024,True,1,0.961167
66,2,100,quotient_self_normalized,1024,True,2,0.962958
66,2,100,quotient_self_normalized,1024,True,3,0.943
66,2,100,quotient_self_normalized,1024,True,4,0.94225
66,2,100,physical_rqmc,16384,True,0,10.255333
66,2,100,physical_rqmc,16384,True,1,10.061958
66,2,100,physical_rqmc,16384,True,2,10.417041
66,2,100,physical_rqmc,16384,True,3,10.958125
66,2,100,physical_rqmc,16384,True,4,10.396833
67,2,100,quotient_self_normalized,1024,True,0,0.924667
67,2,100,quotient_self_normalized,1024,True,1,0.993541
67,2,100,quotient_self_normalized,1024,True,2,0.993625
67,2,100,quotient_self_normalized,1024,True,3,1.007417
67,2,100,quotient_self_normalized,1024,True,4,1.013458
67,2,100,physical_rqmc,4096,True,0,2.705459
67,2,100,physical_rqmc,4096,True,1,2.752584
67,2,100,physical_rqmc,4096,True,2,2.7465
67,2,100,physical_rqmc,4096,True,3,2.707875
67,2,100,physical_rqmc,4096,True,4,2.728
68,2,100,physical_rqmc,16384,True,0,10.368167
68,2,100,physical_rqmc,16384,True,1,10.350625
68,2,100,physical_rqmc,16384,True,2,10.323917
68,2,100,physical_rqmc,16384,True,3,10.8725
68,2,100,physical_rqmc,16384,True,4,10.074083
68,2,100,quotient_self_normalized,1024,True,0,0.790459
68,2,100,quotient_self_normalized,1024,True,1,0.952792
68,2,100,quotient_self_normalized,1024,True,2,0.993
68,2,100,quotient_self_normalized,1024,True,3,0.947209
68,2,100,quotient_self_normalized,1024,True,4,0.95575
69,2,100,quotient_self_normalized,1024,True,0,0.955166
69,2,100,quotient_self_normalized,1024,True,1,0.951583
69,2,100,quotient_self_normalized,1024,True,2,0.97125
69,2,100,quotient_self_normalized,1024,True,3,0.939292
69,2,100,quotient_self_normalized,1024,True,4,0.938167
69,2,100,physical_rqmc,4096,True,0,2.623708
69,2,100,physical_rqmc,4096,True,1,2.785667
69,2,100,physical_rqmc,4096,True,2,2.792917
69,2,100,physical_rqmc,4096,True,3,2.707667
69,2,100,physical_rqmc,4096,True,4,2.704917
70,2,100,quotient_self_normalized,1024,True,0,0.988833
70,2,100,quotient_self_normalized,1024,True,1,0.945666
70,2,100,quotient_self_normalized,1024,True,2,0.975
70,2,100,quotient_self_normalized,1024,True,3,0.939208
70,2,100,quotient_self_normalized,1024,True,4,0.941542
70,2,100,physical_rqmc,1024,True,0,0.946333
70,2,100,physical_rqmc,1024,True,1,0.915625
70,2,100,physical_rqmc,1024,True,2,0.904666
70,2,100,physical_rqmc,1024,True,3,0.953917
70,2,100,physical_rqmc,1024,True,4,0.89975
71,2,100,quotient_self_normalized,1024,True,0,0.95825
71,2,100,quotient_self_normalized,1024,True,1,0.948666
71,2,100,quotient_self_normalized,1024,True,2,0.946667
71,2,100,quotient_self_normalized,1024,True,3,0.952208
71,2,100,quotient_self_normalized,1024,True,4,0.949417
71,2,100,physical_rqmc,4096,True,0,2.718042
71,2,100,physical_rqmc,4096,True,1,2.779042
71,2,100,physical_rqmc,4096,True,2,2.702292
71,2,100,physical_rqmc,4096,True,3,2.845875
71,2,100,physical_rqmc,4096,True,4,2.799458
72,2,100,physical_rqmc,16384,True,0,10.058084
72,2,100,physical_rqmc,16384,True,1,11.081583
72,2,100,physical_rqmc,16384,True,2,10.646875
72,2,100,physical_rqmc,16384,True,3,10.64925
72,2,100,physical_rqmc,16384,True,4,10.770833
72,2,100,quotient_self_normalized,1024,True,0,1.062083
72,2,100,quotient_self_normalized,1024,True,1,1.023791
72,2,100,quotient_self_normalized,1024,True,2,1.023083
72,2,100,quotient_self_normalized,1024,True,3,1.063834
72,2,100,quotient_self_normalized,1024,True,4,1.023792
73,2,100,quotient_self_normalized,4096,True,0,3.166333
73,2,100,quotient_self_normalized,4096,True,1,3.00525
73,2,100,quotient_self_normalized,4096,True,2,2.949167
73,2,100,quotient_self_normalized,4096,True,3,2.974167
73,2,100,quotient_self_normalized,4096,True,4,2.947292
73,2,100,physical_rqmc,16384,True,0,10.55175
73,2,100,physical_rqmc,16384,True,1,10.716042
73,2,100,physical_rqmc,16384,True,2,11.261834
73,2,100,physical_rqmc,16384,True,3,10.389583
73,2,100,physical_rqmc,16384,True,4,10.467125
74,2,100,quotient_self_normalized,1024,True,0,0.806541
74,2,100,quotient_self_normalized,1024,True,1,0.912375
74,2,100,quotient_self_normalized,1024,True,2,0.805
74,2,100,quotient_self_normalized,1024,True,3,0.90625
74,2,100,quotient_self_normalized,1024,True,4,0.777291
74,2,100,physical_rqmc,4096,True,0,2.882083
74,2,100,physical_rqmc,4096,True,1,2.804125
74,2,100,physical_rqmc,4096,True,2,2.7925
74,2,100,physical_rqmc,4096,True,3,2.819583
74,2,100,physical_rqmc,4096,True,4,2.840166
75,2,100,quotient_self_normalized,1024,True,0,0.887417
75,2,100,quotient_self_normalized,1024,True,1,0.766666
75,2,100,quotient_self_normalized,1024,True,2,0.875542
75,2,100,quotient_self_normalized,1024,True,3,0.759459
75,2,100,quotient_self_normalized,1024,True,4,0.86125
75,2,100,physical_rqmc,4096,True,0,2.788875
75,2,100,physical_rqmc,4096,True,1,2.864
75,2,100,physical_rqmc,4096,True,2,2.986458
75,2,100,physical_rqmc,4096,True,3,2.821167
75,2,100,physical_rqmc,4096,True,4,2.799
76,2,100,quotient_self_normalized,1024,True,0,0.916125
76,2,100,quotient_self_normalized,1024,True,1,0.767
76,2,100,quotient_self_normalized,1024,True,2,0.854333
76,2,100,quotient_self_normalized,1024,True,3,0.768125
76,2,100,quotient_self_normalized,1024,True,4,0.870334
76,2,100,physical_rqmc,4096,True,0,2.882583
76,2,100,physical_rqmc,4096,True,1,2.797167
76,2,100,physical_rqmc,4096,True,2,2.811833
76,2,100,physical_rqmc,4096,True,3,2.79525
76,2,100,physical_rqmc,4096,True,4,2.806625
77,2,100,quotient_self_normalized,1024,True,0,0.975625
77,2,100,quotient_self_normalized,1024,True,1,0.770375
77,2,100,quotient_self_normalized,1024,True,2,0.873125
77,2,100,quotient_self_normalized,1024,True,3,0.759625
77,2,100,quotient_self_normalized,1024,True,4,0.863584
77,2,100,physical_rqmc,4096,True,0,2.853083
77,2,100,physical_rqmc,4096,True,1,2.825958
77,2,100,physical_rqmc,4096,True,2,2.820667
77,2,100,physical_rqmc,4096,True,3,2.885333
77,2,100,physical_rqmc,4096,True,4,2.88725
78,2,100,physical_rqmc,65536,True,0,40.862458
78,2,100,physical_rqmc,65536,True,1,40.411542
78,2,100,physical_rqmc,65536,True,2,41.251417
78,2,100,physical_rqmc,65536,True,3,40.181875
78,2,100,physical_rqmc,65536,True,4,40.254583
78,2,100,quotient_self_normalized,4096,True,0,3.091875
78,2,100,quotient_self_normalized,4096,True,1,2.840334
78,2,100,quotient_self_normalized,4096,True,2,2.92925
78,2,100,quotient_self_normalized,4096,True,3,2.90675
78,2,100,quotient_self_normalized,4096,True,4,2.831959
79,2,100,physical_rqmc,16384,True,0,10.936333
79,2,100,physical_rqmc,16384,True,1,11.0335
79,2,100,physical_rqmc,16384,True,2,11.214542
79,2,100,physical_rqmc,16384,True,3,12.552458
79,2,100,physical_rqmc,16384,True,4,11.529
79,2,100,quotient_self_normalized,1024,True,0,0.811459
79,2,100,quotient_self_normalized,1024,True,1,0.893042
79,2,100,quotient_self_normalized,1024,True,2,0.782791
79,2,100,quotient_self_normalized,1024,True,3,0.91975
79,2,100,quotient_self_normalized,1024,True,4,0.777125
80,2,100,quotient_self_normalized,4194304,True,0,2647.198625
80,2,100,quotient_self_normalized,4194304,True,1,2779.019417
80,2,100,quotient_self_normalized,4194304,True,2,2808.186875
80,2,100,quotient_self_normalized,4194304,True,3,2661.905166
80,2,100,quotient_self_normalized,4194304,True,4,2743.53425
80,2,100,physical_rqmc,65536,True,0,44.942375
80,2,100,physical_rqmc,65536,True,1,43.376
80,2,100,physical_rqmc,65536,True,2,43.882041
80,2,100,physical_rqmc,65536,True,3,41.27725
80,2,100,physical_rqmc,65536,True,4,45.353167
81,2,100,quotient_self_normalized,1024,True,0,1.054
81,2,100,quotient_self_normalized,1024,True,1,0.839334
81,2,100,quotient_self_normalized,1024,True,2,0.935084
81,2,100,quotient_self_normalized,1024,True,3,0.78825
81,2,100,quotient_self_normalized,1024,True,4,0.885792
81,2,100,physical_rqmc,16384,True,0,11.150541
81,2,100,physical_rqmc,16384,True,1,10.599166
81,2,100,physical_rqmc,16384,True,2,11.683083
81,2,100,physical_rqmc,16384,True,3,11.064541
81,2,100,physical_rqmc,16384,True,4,10.846666
82,2,100,quotient_self_normalized,1024,True,0,1.108791
82,2,100,quotient_self_normalized,1024,True,1,1.08925
82,2,100,quotient_self_normalized,1024,True,2,1.054875
82,2,100,quotient_self_normalized,1024,True,3,1.04625
82,2,100,quotient_self_normalized,1024,True,4,1.059417
82,2,100,physical_rqmc,65536,True,0,41.609166
82,2,100,physical_rqmc,65536,True,1,44.595334
82,2,100,physical_rqmc,65536,True,2,42.483167
82,2,100,physical_rqmc,65536,True,3,44.065875
82,2,100,physical_rqmc,65536,True,4,40.982166
83,2,100,physical_rqmc,16384,True,0,10.81575
83,2,100,physical_rqmc,16384,True,1,10.940083
83,2,100,physical_rqmc,16384,True,2,10.3015
83,2,100,physical_rqmc,16384,True,3,10.520792
83,2,100,physical_rqmc,16384,True,4,10.092166
83,2,100,quotient_self_normalized,1024,True,0,0.809292
83,2,100,quotient_self_normalized,1024,True,1,0.995916
83,2,100,quotient_self_normalized,1024,True,2,0.990292
83,2,100,quotient_self_normalized,1024,True,3,0.98275
83,2,100,quotient_self_normalized,1024,True,4,1.004333
84,2,100,quotient_self_normalized,1024,True,0,1.014583
84,2,100,quotient_self_normalized,1024,True,1,0.985125
84,2,100,quotient_self_normalized,1024,True,2,0.98675
84,2,100,quotient_self_normalized,1024,True,3,1.011167
84,2,100,quotient_self_normalized,1024,True,4,0.996833
84,2,100,physical_rqmc,65536,True,0,41.165209
84,2,100,physical_rqmc,65536,True,1,41.888084
84,2,100,physical_rqmc,65536,True,2,40.693917
84,2,100,physical_rqmc,65536,True,3,44.815834
84,2,100,physical_rqmc,65536,True,4,49.41175
85,2,100,physical_rqmc,16384,True,0,12.534458
85,2,100,physical_rqmc,16384,True,1,12.824083
85,2,100,physical_rqmc,16384,True,2,11.723917
85,2,100,physical_rqmc,16384,True,3,13.648167
85,2,100,physical_rqmc,16384,True,4,12.838791
85,2,100,quotient_self_normalized,1024,True,0,1.350417
85,2,100,quotient_self_normalized,1024,True,1,1.077833
85,2,100,quotient_self_normalized,1024,True,2,1.020875
85,2,100,quotient_self_normalized,1024,True,3,1.089708
85,2,100,quotient_self_normalized,1024,True,4,1.351
86,2,100,quotient_self_normalized,1024,True,0,1.54625
86,2,100,quotient_self_normalized,1024,True,1,1.16475
86,2,100,quotient_self_normalized,1024,True,2,1.147
86,2,100,quotient_self_normalized,1024,True,3,1.197458
86,2,100,quotient_self_normalized,1024,True,4,1.166458
86,2,100,physical_rqmc,65536,True,0,52.148375
86,2,100,physical_rqmc,65536,True,1,51.89525
86,2,100,physical_rqmc,65536,True,2,49.93825
86,2,100,physical_rqmc,65536,True,3,51.019125
86,2,100,physical_rqmc,65536,True,4,49.658958
87,2,100,physical_rqmc,16384,True,0,10.767167
87,2,100,physical_rqmc,16384,True,1,12.1975
87,2,100,physical_rqmc,16384,True,2,11.320625
87,2,100,physical_rqmc,16384,True,3,11.570208
87,2,100,physical_rqmc,16384,True,4,12.076875
87,2,100,quotient_self_normalized,1024,True,0,1.085458
87,2,100,quotient_self_normalized,1024,True,1,1.0825
87,2,100,quotient_self_normalized,1024,True,2,1.100959
87,2,100,quotient_self_normalized,1024,True,3,1.056
87,2,100,quotient_self_normalized,1024,True,4,1.143458
88,2,100,quotient_self_normalized,1024,True,0,1.065125
88,2,100,quotient_self_normalized,1024,True,1,1.058958
88,2,100,quotient_self_normalized,1024,True,2,1.036917
88,2,100,quotient_self_normalized,1024,True,3,1.035667
88,2,100,quotient_self_normalized,1024,True,4,1.03
88,2,100,physical_rqmc,16384,True,0,11.242042
88,2,100,physical_rqmc,16384,True,1,12.423375
88,2,100,physical_rqmc,16384,True,2,12.424
88,2,100,physical_rqmc,16384,True,3,11.527625
88,2,100,physical_rqmc,16384,True,4,10.834417
89,2,100,quotient_self_normalized,1024,True,0,1.043125
89,2,100,quotient_self_normalized,1024,True,1,1.142208
89,2,100,quotient_self_normalized,1024,True,2,1.092542
89,2,100,quotient_self_normalized,1024,True,3,1.05925
89,2,100,quotient_self_normalized,1024,True,4,1.166708
89,2,100,physical_rqmc,65536,True,0,44.925542
89,2,100,physical_rqmc,65536,True,1,42.864958
89,2,100,physical_rqmc,65536,True,2,41.994084
89,2,100,physical_rqmc,65536,True,3,41.61125
89,2,100,physical_rqmc,65536,True,4,41.089958
90,2,100,physical_rqmc,65536,True,0,41.212833
90,2,100,physical_rqmc,65536,True,1,41.332
90,2,100,physical_rqmc,65536,True,2,41.07125
90,2,100,physical_rqmc,65536,True,3,41.166292
90,2,100,physical_rqmc,65536,True,4,41.606375
90,2,100,quotient_self_normalized,1024,True,0,0.897333
90,2,100,quotient_self_normalized,1024,True,1,1.011083
90,2,100,quotient_self_normalized,1024,True,2,0.997959
90,2,100,quotient_self_normalized,1024,True,3,1.005625
90,2,100,quotient_self_normalized,1024,True,4,0.992084
91,2,100,quotient_self_normalized,1024,True,0,1.027875
91,2,100,quotient_self_normalized,1024,True,1,0.989334
91,2,100,quotient_self_normalized,1024,True,2,1.004375
91,2,100,quotient_self_normalized,1024,True,3,0.98425
91,2,100,quotient_self_normalized,1024,True,4,0.991917
91,2,100,physical_rqmc,16384,True,0,10.674166
91,2,100,physical_rqmc,16384,True,1,10.457916
91,2,100,physical_rqmc,16384,True,2,10.151458
91,2,100,physical_rqmc,16384,True,3,10.657166
91,2,100,physical_rqmc,16384,True,4,10.47725
92,2,100,physical_rqmc,16384,True,0,12.702916
92,2,100,physical_rqmc,16384,True,1,11.561958
92,2,100,physical_rqmc,16384,True,2,11.727
92,2,100,physical_rqmc,16384,True,3,12.414167
92,2,100,physical_rqmc,16384,True,4,12.185708
92,2,100,quotient_self_normalized,1024,True,0,1.049667
92,2,100,quotient_self_normalized,1024,True,1,0.842584
92,2,100,quotient_self_normalized,1024,True,2,1.440708
92,2,100,quotient_self_normalized,1024,True,3,0.94575
92,2,100,quotient_self_normalized,1024,True,4,1.025291
93,2,100,quotient_self_normalized,1024,True,0,1.141792
93,2,100,quotient_self_normalized,1024,True,1,1.141083
93,2,100,quotient_self_normalized,1024,True,2,1.170042
93,2,100,quotient_self_normalized,1024,True,3,1.057458
93,2,100,quotient_self_normalized,1024,True,4,1.074958
93,2,100,physical_rqmc,16384,True,0,12.642167
93,2,100,physical_rqmc,16384,True,1,13.218542
93,2,100,physical_rqmc,16384,True,2,12.292208
93,2,100,physical_rqmc,16384,True,3,13.705666
93,2,100,physical_rqmc,16384,True,4,12.933667
94,2,100,physical_rqmc,65536,True,0,46.031083
94,2,100,physical_rqmc,65536,True,1,47.25825
94,2,100,physical_rqmc,65536,True,2,44.077875
94,2,100,physical_rqmc,65536,True,3,43.108208
94,2,100,physical_rqmc,65536,True,4,44.168417
94,2,100,quotient_self_normalized,1024,True,0,1.05375
94,2,100,quotient_self_normalized,1024,True,1,1.040958
94,2,100,quotient_self_normalized,1024,True,2,1.050834
94,2,100,quotient_self_normalized,1024,True,3,1.0785
94,2,100,quotient_self_normalized,1024,True,4,1.09025
95,2,100,physical_rqmc,16384,True,0,11.379292
95,2,100,physical_rqmc,16384,True,1,11.386584
95,2,100,physical_rqmc,16384,True,2,12.250875
95,2,100,physical_rqmc,16384,True,3,11.477667
95,2,100,physical_rqmc,16384,True,4,11.717166
95,2,100,quotient_self_normalized,1024,True,0,0.996333
95,2,100,quotient_self_normalized,1024,True,1,1.060458
95,2,100,quotient_self_normalized,1024,True,2,0.913708
95,2,100,quotient_self_normalized,1024,True,3,1.185459
95,2,100,quotient_self_normalized,1024,True,4,0.773417
96,2,100,physical_rqmc,1024,True,0,1.020458
96,2,100,physical_rqmc,1024,True,1,1.011042
96,2,100,physical_rqmc,1024,True,2,1.099209
96,2,100,physical_rqmc,1024,True,3,1.053542
96,2,100,physical_rqmc,1024,True,4,0.988542
96,2,100,quotient_self_normalized,1024,True,0,1.045167
96,2,100,quotient_self_normalized,1024,True,1,1.031666
96,2,100,quotient_self_normalized,1024,True,2,0.996167
96,2,100,quotient_self_normalized,1024,True,3,0.980125
96,2,100,quotient_self_normalized,1024,True,4,0.996917
97,2,100,physical_rqmc,1024,True,0,1.011
97,2,100,physical_rqmc,1024,True,1,1.043583
97,2,100,physical_rqmc,1024,True,2,1.023417
97,2,100,physical_rqmc,1024,True,3,0.9655
97,2,100,physical_rqmc,1024,True,4,0.955667
97,2,100,quotient_self_normalized,1024,True,0,1.001375
97,2,100,quotient_self_normalized,1024,True,1,1.019541
97,2,100,quotient_self_normalized,1024,True,2,0.998959
97,2,100,quotient_self_normalized,1024,True,3,1.014541
97,2,100,quotient_self_normalized,1024,True,4,1.046166
98,2,100,physical_rqmc,1024,True,0,1.059709
98,2,100,physical_rqmc,1024,True,1,0.953917
98,2,100,physical_rqmc,1024,True,2,1.0045
98,2,100,physical_rqmc,1024,True,3,1.00075
98,2,100,physical_rqmc,1024,True,4,1.029333
98,2,100,quotient_self_normalized,1024,True,0,1.240208
98,2,100,quotient_self_normalized,1024,True,1,1.626334
98,2,100,quotient_self_normalized,1024,True,2,1.187541
98,2,100,quotient_self_normalized,1024,True,3,1.159
98,2,100,quotient_self_normalized,1024,True,4,1.143459
99,2,100,physical_rqmc,1024,True,0,1.157792
99,2,100,physical_rqmc,1024,True,1,1.093875
99,2,100,physical_rqmc,1024,True,2,1.071542
99,2,100,physical_rqmc,1024,True,3,1.06925
99,2,100,physical_rqmc,1024,True,4,1.0865
99,2,100,quotient_self_normalized,1024,True,0,1.112583
99,2,100,quotient_self_normalized,1024,True,1,1.096709
99,2,100,quotient_self_normalized,1024,True,2,1.101334
99,2,100,quotient_self_normalized,1024,True,3,1.099083
99,2,100,quotient_self_normalized,1024,True,4,1.122375
100,2,100,physical_rqmc,1024,True,0,1.086792
100,2,100,physical_rqmc,1024,True,1,1.058667
100,2,100,physical_rqmc,1024,True,2,1.071167
100,2,100,physical_rqmc,1024,True,3,1.051708
100,2,100,physical_rqmc,1024,True,4,1.060542
100,2,100,quotient_self_normalized,1024,True,0,1.133333
100,2,100,quotient_self_normalized,1024,True,1,1.211208
100,2,100,quotient_self_normalized,1024,True,2,1.20375
100,2,100,quotient_self_normalized,1024,True,3,1.223291
100,2,100,quotient_self_normalized,1024,True,4,1.180375
101,2,100,physical_rqmc,1024,True,0,1.100125
101,2,100,physical_rqmc,1024,True,1,1.127709
101,2,100,physical_rqmc,1024,True,2,1.157416
101,2,100,physical_rqmc,1024,True,3,1.084458
101,2,100,physical_rqmc,1024,True,4,1.012167
101,2,100,quotient_self_normalized,1024,True,0,1.053459
101,2,100,quotient_self_normalized,1024,True,1,1.09825
101,2,100,quotient_self_normalized,1024,True,2,1.076625
101,2,100,quotient_self_normalized,1024,True,3,1.022542
101,2,100,quotient_self_normalized,1024,True,4,1.007083
102,2,100,quotient_self_normalized,1024,True,0,1.0395
102,2,100,quotient_self_normalized,1024,True,1,1.018417
102,2,100,quotient_self_normalized,1024,True,2,1.054542
102,2,100,quotient_self_normalized,1024,True,3,1.0465
102,2,100,quotient_self_normalized,1024,True,4,1.021667
102,2,100,physical_rqmc,1024,True,0,1.004334
102,2,100,physical_rqmc,1024,True,1,1.019083
102,2,100,physical_rqmc,1024,True,2,0.993875
102,2,100,physical_rqmc,1024,True,3,1.057708
102,2,100,physical_rqmc,1024,True,4,1.124083
103,2,100,physical_rqmc,1024,True,0,0.999042
103,2,100,physical_rqmc,1024,True,1,0.980917
103,2,100,physical_rqmc,1024,True,2,1.003125
103,2,100,physical_rqmc,1024,True,3,1.016958
